product,store,price,category,price_numeric
Apetito Plátky do toustů Gouda,kosik,345.38,Sýry,345.38
Zott Zottarella Protein Sticks 4x21g,kosik,10.48,Mléčné,10.48
Président Camembert zelený pepř,kosik,532.22,Sýry,532.22
Q-Concept Gouda sýr s lanýži,kosik,922.31,Sýry,922.31
Casino BIO BIO Strouhaný sýr Parmigiano,kosik,1 298.00,Sýry,
Monoprix Raclette sýr plátky,kosik,474.75,Sýry,474.75
Casino Sýr Val d'Automne 27%,kosik,408.64,Sýry,408.64
Gervais S paprikou a rajčaty,kosik,317.06,Sýry,317.06
Gran Moravia Cri Cri,kosik,1 747.50,Sýry,
Madeta Jihočeské Lipno TRIO,kosik,285.00,Sýry,285.0
Gran Moravia Cri Cri,kosik,1 993.33,Sýry,
Latteria Sociale Mantova Parmezán AOP 12 měsíců zrání,kosik,995.00,Sýry,995.0
Hochland Almette tvarohový sýr bylinkový bez laktózy,kosik,399.33,Mléčné,399.33
Sedlčanský Hermelín PROTEIN ,kosik,499.00,Sýry,499.0
Mini Babybel Original 3x20g,kosik,748.33,Mléčné,748.33
Président Rondelé s kozím sýrem,kosik,529.00,Sýry,529.0
"Džiugas Mild tvrdý sýr zrající 12 měsíců, lámaný",kosik,679.00,Sýry,679.0
Gran Moravia Tochetti,kosik,766.00,Sýry,766.0
Koliós Feta P.D.O.,kosik,499.50,Sýry,499.5
Goat Farm Kozí sýr plátky,kosik,1 049.00,Sýry,
Koliós Feta méně soli P.D.O.,kosik,532.67,Sýry,532.67
Javor Jemný tavený,kosik,377.86,Sýry,377.86
Président Čerstvý sýr z kozího mléka,kosik,849.00,Sýry,849.0
Wyke Cheddar zralý plátky,kosik,561.88,Sýry,561.88
Madeta Madeland 45% bloček,kosik,449.50,Sýry,449.5
Goat Farm Kozí sýr,kosik,691.54,Sýry,691.54
Metro Chef Gorgonzola dolce,kosik,449.50,Sýry,449.5
Madeta Jihočeské Lipno se šunkou 60%,kosik,285.00,Sýry,285.0
"Monoprix Francouzský strouhaný ementál, 3x70g",kosik,428.10,Sýry,428.1
Madeta Jihočeské žervé,kosik,265.56,Sýry,265.56
Philadelphia Light 12%,kosik,319.20,Sýry,319.2
Metro Chef Gorgonzola & Mascarpone,kosik,566.00,Sýry,566.0
Président Tavený se sýrem s modrou plísní 3x50g,kosik,326.00,Sýry,326.0
"Caseamo Kozí sýr 50+ pískavice a koriandr, výkroj",kosik,619.90,Sýry,619.9
Authentic Farmářský čerstvý sýr s pažitkou 38%,kosik,459.90,Sýry BIO a farmářské,459.9
Spinosa Mozzarella bufala PDO 5x25g,kosik,559.20,Sýry,559.2
Formagia Gorgonzola D.O.P.,kosik,599.00,Sýry,599.0
Metro Chef Buttercheese 45% sýr plátky,kosik,299.80,Sýry,299.8
Monoprix Camembert 45%,kosik,359.60,Sýry,359.6
Dublin Dairy Cheddar White plátky,kosik,632.67,Sýry,632.67
Philadelphia bez laktózy,kosik,332.67,Mléčné,332.67
Zorba Sýr na gril,kosik,474.50,Sýry,474.5
Gioiella Burrata stracciatella,kosik,674.50,Sýry,674.5
Mini Babybel Protein 3x20g,kosik,748.33,Mléčné,748.33
Dublin Dairy Maasdam plátky ,kosik,549.00,Sýry,549.0
Président Rondelé s česnekem a bylinkami,kosik,479.00,Sýry,479.0
Tami Encián Camembert,kosik,417.27,Sýry,417.27
Milsy Bánovecká parenica neuzená,kosik,665.83,Sýry,665.83
Bobík Jemný tavený sýr (8 ks),kosik,320.71,Mléčné,320.71
Authentic Farmářská Parenica uzená,kosik,499.90,Sýry BIO a farmářské,499.9
Madeta Jihočeská  Niva Premium 70% ,kosik,489.00,Sýry,489.0
Authentic Farmářský čerstvý sýr přírodní 38%,kosik,399.00,Sýry BIO a farmářské,399.0
Milsy Parenica neuzená bez laktózy,kosik,590.00,Mléčné,590.0
Tami Encián lactose minus,kosik,426.36,Mléčné,426.36
Madeta Sýr na pánev bylinky 2x50g,kosik,419.00,Sýry,419.0
Authentic Farmářský čerstvý sýr pikant 38%,kosik,459.90,Sýry BIO a farmářské,459.9
Ermitage Comté AOP,kosik,766.00,Sýry,766.0
Milsy Bánovecké korbáče neuzené,kosik,748.75,Sýry,748.75
Monoprix Biologique BIO Strouhaný sýr Parmigiano Reggiano,kosik,1 298.00,Sýry,
"Casino Krémový bílý jogurt, 3% tuku",kosik,109.80,Sýry,109.8
Grikios Sýr na grilování,kosik,399.50,Sýry,399.5
Tami Plesnivec,kosik,448.75,Sýry,448.75
Monoprix Sýr s modrou plísní,kosik,519.60,Sýry,519.6
El Pastor Sýr kozí plátky,kosik,855.71,Sýry,855.71
Casino Čerstvý sýr,kosik,299.50,Mléčné,299.5
Biofarma DoRa BIO dezertní kozí sýr,kosik,699.00,Sýry BIO a farmářské,699.0
Galbani Parmigiano reggiano bloček,kosik,1 199.50,Sýry,
Sedlčanský Hermelín bylinky,kosik,459.00,Sýry,459.0
Monoprix Mimolette plátky,kosik,449.50,Sýry,449.5
Milsy Lactino Bánovecké sýrové nitě neuzené bez laktózy,kosik,532.22,Mléčné,532.22
San Sebastiano Grana Padano AOP 16 měsíců zrání,kosik,845.00,Sýry,845.0
Goat Farm Kozí a ovčí sýr plátky,kosik,749.00,Sýry,749.0
"Wyke Cheddar vintage, extra zralý",kosik,499.50,Sýry,499.5
Apetito s ementálem,kosik,377.86,Sýry,377.86
Caseamo Gouda green pesto freshpack výkroj,kosik,669.90,Sýry,669.9
Statek Horní Dvorce Ovčí Bryndza,kosik,719.20,Sýry BIO a farmářské,719.2
Authentic Farmářský sýr Babinský zlaťák 45%,kosik,559.90,Sýry BIO a farmářské,559.9
Q-Concept Old Amsterdam Mild sýr,kosik,691.54,Sýry,691.54
ALNATURA BIO Bergkäse Sýr horský alpský bloček,kosik,524.50,Sýry,524.5
Smetanito Tavený sýr s ementálem,kosik,413.57,Sýry,413.57
Philadelphia 11% protein,kosik,342.29,Sýry,342.29
Casa Azzurra Mascarpone bez laktózy,kosik,319.60,Mléčné,319.6
Président Le Palet de chevre ,kosik,1 040.83,Sýry,
El Pastor Sýr ovčí plátky,kosik,855.71,Sýry,855.71
Président Tavený se sýrem Camembert 3x50g,kosik,326.00,Sýry,326.0
"Spinosa Mozzarella z buvolího mléka, AOP Kampánie",kosik,559.20,Sýry,559.2
Hochland Almette tvarohový sýr bez laktózy,kosik,399.33,Mléčné,399.33
Jon-Chedar BBQ sýrové chipsy,kosik,623.75,Sýry,623.75
Pâturages Camembert L´Auguste,kosik,359.60,Sýry,359.6
Apetito Plátky Gouda,kosik,498.89,Sýry,498.89
ALNATURA BIO Gouda sýr plátky,kosik,615.20,Sýry,615.2
Biofarma DoRa BIO Kozí žervé,kosik,382.78,Sýry BIO a farmářské,382.78
Président Cheddar nugetky 6x25g,kosik,532.67,Sýry,532.67
Philadelphia Bylinky,kosik,319.20,Sýry,319.2
Koliba Parenica neuzená,kosik,549.00,Sýry,549.0
Koliba Parenica uzená,kosik,549.00,Sýry,549.0
Casino Brique ovčí sýr ,kosik,666.00,Sýry,666.0
Old Amsterdam kostky,kosik,832.67,Sýry,832.67
Smetanito Sýr na gril a na pánev burger,kosik,499.50,Sýry,499.5
Monoprix Strouhaný Francouzský Emmental,kosik,499.50,Sýry,499.5
P. Jacquin Kozí měkký váleček s brusinkami,kosik,769.00,Sýry,769.0
Bohemilk Excelent Gold 48% pepř-chilli plátky ,kosik,449.00,Sýry,449.0
"Cortelazzi Sýr Pecorino Romano, strouhaný",kosik,998.00,Sýry,998.0
Pâturages Strouhaný sýr na pizzu,kosik,466.00,Sýry,466.0
So British Mild červený cheddar,kosik,474.50,Sýry,474.5
Vepo Maasdamer plátky (45%),kosik,399.33,Sýry,399.33
Statek Horní Dvorce Čerstvý ovčí sýr přírodní,kosik,569.90,Sýry BIO a farmářské,569.9
Pâturages Ementál se sníženým obsahem soli,kosik,449.50,Sýry,449.5
"Caseamo Kozí sýr 50+ extra zralý, výkroj",kosik,849.90,Sýry,849.9
Cheddar coloured mild freshpack bloček,kosik,459.90,Sýry,459.9
Monoprix Mozzarella kousky,kosik,432.67,Sýry,432.67
Naturalia BIO Ementál bloček,kosik,799.60,Sýry,799.6
García Baquero Tapas - 3 druhy sýrů,kosik,932.67,Sýry,932.67
So British Mature červený cheddar,kosik,499.50,Sýry,499.5
Wyke Red Leicester,kosik,449.50,Sýry,449.5
Bohemilk Excelent Gold 48% bazalka-rajče plátky ,kosik,449.00,Sýry,449.0
Milsy Bánovecké nite uzené,kosik,499.00,Sýry,499.0
Milsy Sýrové kuličky neuzené,kosik,598.75,Sýry,598.75
Koliós Řecký kozí sýr,kosik,449.50,Sýry,449.5
Madeta Jihočeské žervé křen,kosik,265.56,Sýry,265.56
Metro Chef Gorgonzola piccante,kosik,449.50,Sýry,449.5
"Wyke Cheddar s chilli, plátky",kosik,561.88,Sýry,561.88
Top Budget Camembert,kosik,319.60,Sýry,319.6
"Casino Švýcarský přírodní tvarohový jogurt, 6x60g",kosik,138.61,Sýry,138.61
Authentic Farmářský Těšanský sýr (51%),kosik,429.90,Sýry BIO a farmářské,429.9
Apetito Plátky Originál,kosik,498.89,Sýry,498.89
Monoprix Roztíratelný sýr,kosik,266.00,Sýry,266.0
Q-Concept Wasabi sýr,kosik,653.08,Sýry,653.08
Goat Farm Kozí sýr uzený plátky,kosik,679.00,Sýry,679.0
Kaeserei Champignon Cambozola 70% jemný zrající sýr s ušlechtilou modrou a bílou plísní,kosik,599.33,Sýry,599.33
Smetanito Tavený sýr s krůtí šunkou,kosik,413.57,Sýry,413.57
Král Sýrů Hermelín Lahůdková paprika 2 x 120g,kosik,478.75,Sýry,478.75
Naturalia BIO Strouhaný Parmigiano Reggiano,kosik,1 598.00,Sýry,
Pâturages Roztíratelný sýr s česnekem a bylinkami,kosik,332.67,Sýry,332.67
Madeta Madeland uzený sýr  44% holandského typu,kosik,429.00,Sýry,429.0
Monoprix Kozí sýr,kosik,399.33,Sýry,399.33
"Pâturages Brie, jemný sýr s plísní",kosik,399.50,Sýry,399.5
Milsy Parenica uzená bez laktózy,kosik,590.00,Mléčné,590.0
Milsy Bánovecké nite neuzené,kosik,499.60,Sýry,499.6
FP Appenzeller výkroj,kosik,749.90,Sýry,749.9
Président Tavené plátky Emmental,kosik,374.50,Sýry,374.5
Monoprix Francouzský strouhaný ementál,kosik,549.00,Sýry,549.0
Apetito Plátky do toustů Ementál,kosik,345.38,Sýry,345.38
Q-Concept Mimolette sýr,kosik,460.77,Sýry,460.77
Gloria Collesardo Pecorino sýr ovčí,kosik,699.50,Sýry,699.5
SalzburgMilch Bavaria Blu sýr s modrou plísní,kosik,513.71,Sýry,513.71
Mini Babybel Original ,kosik,679.00,Mléčné,679.0
Statek Horní Dvorce Čerstvý ovčí sýr s česnekem,kosik,569.90,Sýry BIO a farmářské,569.9
Pâturages Roquefort 4x25g,kosik,899.00,Sýry,899.0
"Caseamo Kozí sýr 50+ mladý, výkroj",kosik,529.90,Mléčné,529.9
Saveurs de Terroirs Tapas francouzských sýrů,kosik,697.50,Sýry,697.5
Heinrichsthaler Gouda strouhaná,kosik,799.50,Sýry,799.5
Pâturages Šlehaný roztíratelný sýr,kosik,372.67,Sýry,372.67
El Pastor Sýr Iberico,kosik,599.33,Sýry,599.33
"Monoprix Přírodní Feta sýr, kostky",kosik,768.46,Sýry,768.46
Pâturages Kozí sýr Cabécou 3x35g,kosik,856.19,Sýry,856.19
Latteria Sociale Mantova Grana Padano AOP strouhané,kosik,699.00,Sýry,699.0
Pâturages Camembert 8*30g,kosik,374.58,Sýry,374.58
Moravia Panýr sýr s grilovacím kořením,kosik,449.50,Sýry,449.5
Ambrosi Grana Padano 16měsíční,kosik,749.50,Sýry,749.5
Smetanito Sýr na gril a na pánev bylinky,kosik,524.50,Sýry,524.5
Smetanito Sýr na gril a na pánev gyros,kosik,524.50,Sýry,524.5
Madeta Sýr na pánev se šunkou 2x50g,kosik,419.00,Sýry,419.0
Q-Concept Cheddar Irish Porter Beer sýr,kosik,705.29,Sýry,705.29
"Monoprix Fromage Blanc Čerstvý francouzský jogurt s nízkým obsahem tuku (2,8 %)",kosik,109.90,Sýry,109.9
Oh My Cheese Kozí váleček s medem,kosik,829.00,Sýry,829.0
Wyngaard Sýr s lanýži,kosik,979.33,Sýry,979.33
Lakmilk Grill for Me,kosik,399.50,Sýry,399.5
Q-Concept Blue Cheese sýr,kosik,606.92,Sýry,606.92
Naturalia BIO Čerstvý sýr natural,kosik,224.75,Sýry BIO a farmářské,224.75
Nurishh Plátky Classic Style,kosik,599.00,Mléčné,599.0
Monoprix Gourmet Tradiční francouzský sýr Petit Pont-l'Évêque AOC,kosik,635.91,Sýry,635.91
Pâturages Strouhaný ementál - 30% soli,kosik,466.00,Sýry,466.0
Hollandia Čerstvý sýr s jogurtem ,kosik,319.20,Sýry,319.2
Fine Life Oštiepok uzený,kosik,337.57,Sýry,337.57
Cortelazzi Svačinka Taralli a sýr Quattrocolli,kosik,1 495.00,Sýry,
Milsy Bánovecká minikoliba uzená,kosik,349.80,Sýry,349.8
Philadelphia Pažitka,kosik,319.20,Sýry,319.2
Smetanito Sýr na gril a na pánev  jemně pikantní,kosik,104.90,Sýry,104.9
Cortelazzi Burrata s bazalkou,kosik,699.00,Sýry,699.0
Apetito Plátky Tylžský,kosik,498.89,Sýry,498.89
Cheddar white mature freshpack bloček,kosik,469.90,Sýry,469.9
"Casino Roquefort sýr s modrou plísní, 31 % tuku",kosik,712.67,Sýry,712.67
Casino Sýr Le Brique 32%,kosik,399.50,Sýry,399.5
Président Le Crémiot,kosik,549.50,Sýry,549.5
Monoprix Sýr do hamburgeru,kosik,324.50,Sýry,324.5
Koliós Řecký sýr na grilování,kosik,1 190.00,Sýry,
Président Saint Morgon,kosik,549.50,Sýry,549.5
Gloria Su Sardo Pecorino sýr ovčí,kosik,699.50,Sýry,699.5
Monoprix Biologique BIO Mozzarella,kosik,439.20,Sýry,439.2
Casino Ca Vient D'Ici Sýr Saint Felicien 29%,kosik,471.67,Sýry,471.67
Le Superbe Swiss Fondue Gourmet,kosik,649.75,Sýry,649.75
Farma Heřmanice Heřmanický Balkán z A2 mléka,kosik,514.62,Sýry,514.62
Red Leicester freshpack bloček,kosik,469.90,Sýry,469.9
Pâturages Kozí sýr Crottin 2x60g,kosik,749.17,Sýry,749.17
Casino Kostky ementálského sýra,kosik,499.33,Sýry,499.33
Monoprix Gourmet Modrý sýr bleu d'auvergne,kosik,559.20,Sýry,559.2
Monoprix Ovčí sýr,kosik,732.67,Sýry,732.67
Hollandia Čerstvý sýr s jogurtem méně soli ,kosik,319.20,Sýry,319.2
FP Iberico curado výkroj,kosik,819.00,Sýry,819.0
Zorba sýr řeckého typu k rozpékání do trouby 2x100g bylinky,kosik,449.50,Sýry,449.5
Naturalia BIO Mozzarella z buvolího mléka Campana ,kosik,879.20,Sýry,879.2
Madeta Jihočeské žervé pažitka,kosik,265.56,Sýry,265.56
"Naturalia BIO Kozí sýr Crottin, 2 x 60g",kosik,1 415.83,Sýry,
"Naturalia BIO Ovčí sýr, bloček",kosik,866.00,Sýry,866.0
Milko Bedřich smetanový jogurt mango 10%,kosik,59.33,Mléčné,59.33
Milko Bedřich smetanový jogurt bílý 10%,kosik,59.33,Mléčné,59.33
Elinas Řecký jogurt Med,kosik,112.67,Mléčné,112.67
Zott Snack 8x29g Choco,kosik,206.55,Mléčné,206.55
Biofarma DoRa Kozí jogurt jahoda,kosik,132.67,Sýry BIO a farmářské,132.67
YoPRO Proteinový puding s vanilkovou příchutí,kosik,182.78,Mléčné,182.78
Monoprix Vaječný krém s vanilkovou příchutí (4x 100 g),kosik,224.75,Jogurty,224.75
Mlékárna Kunín Termix Extra malina,kosik,160.77,Jogurty,160.77
"Bohušovická mlékárna Skyr tradiční islandský výrobek natur (0,1%)",kosik,176.15,Jogurty,176.15
Mlékárna Kunín Mléčná krupice čokoládová,kosik,152.67,Jogurty,152.67
"Naturalia BIO Ovčí jogurt s kaštanovým krémem, 2x125g",kosik,359.60,Jogurty,359.6
Milko Bedřich smetanový jogurt jahoda 10%,kosik,59.33,Jogurty,59.33
Elinas Jogurt řecký jahoda,kosik,112.67,Jogurty,112.67
Zott Monte Snack White,kosik,341.38,Jogurty,341.38
YoPRO Proteinový  puding s čokoládovo-lískooříškovou příchutí,kosik,182.78,Jogurty,182.78
Hollandia Klasik jogurt krémový bílý,kosik,79.33,Jogurty,79.33
Biofarma DoRa Kozí jogurt bílý BIO,kosik,212.67,Sýry BIO a farmářské,212.67
Monoprix Kokosovo vaječný krém s karamelem (4x 100 g),kosik,299.75,Jogurty,299.75
Mlékárna Kunín Termix Extra pomeranč,kosik,183.85,Jogurty,183.85
"Bohušovická mlékárna Skyr tradiční islandský výrobek jahoda (0,1%)",kosik,176.15,Jogurty,176.15
Mlékárna Kunín Mléčná krupice jahodová,kosik,152.67,Jogurty,152.67
"Naturalia BIO Ovčí jogurt s borůvkami, 2x125g",kosik,359.60,Jogurty,359.6
Milko Bedřich smetanový jogurt čokoláda 10%,kosik,59.33,Jogurty,59.33
Zott Monte Snack Choco,kosik,341.38,Jogurty,341.38
Milko Řecký jogurt 5% bílý,kosik,106.43,Jogurty,106.43
YoPRO Protein dezert s příchutí stracciatella,kosik,143.13,Jogurty,143.13
Hollandia BIO selský jogurt bílý,kosik,74.75,Sýry BIO a farmářské,74.75
Biofarma DoRa Kozí jogurt ochucený meruňka,kosik,212.67,Sýry BIO a farmářské,212.67
"Zott Monte Mix příchutí (Waffle sticks, Choco flakes), 1ks",kosik,231.20,Jogurty,231.2
Olma Míša Tvarohový mls meruňkový,kosik,191.54,Mléčné,191.54
Ehrmann High protein Skyr Natural,kosik,132.67,Jogurty,132.67
Mlékárna Kunín Mléčná rýže karamel,kosik,148.00,Jogurty,148.0
Choceňská Mlékárna Choceňský smetanový jogurt jahodový,kosik,126.00,Jogurty,126.0
Choceňská Mlékárna Choceňský smetanový jogurt malinový,kosik,126.00,Jogurty,126.0
Milko Super jogurt jahoda,kosik,146.00,Jogurty,146.0
Choceňská Mlékárna Choceňský smetanový jogurt čokoládový,kosik,126.00,Jogurty,126.0
Choceňská Mlékárna Choceňský smetanový jogurt stracciatella (8%),kosik,86.00,Jogurty,86.0
Choceňská Mlékárna Choceňský smetanový jogurt broskvový,kosik,126.00,Jogurty,126.0
Activia Cereální snídaně Červené ovoce,kosik,205.29,Jogurty,205.29
Activia Cereální snídaně Jablko,kosik,205.29,Jogurty,205.29
Pribináček Kapsík vanilka,kosik,355.71,Mléčné,355.71
Kinder Mléčný řez (rodinné balení),kosik,10.99,Mléčné,10.99
Choceňská Mlékárna Choceňský smetanový jogurt borůvkový,kosik,126.00,Jogurty,126.0
Hollandia Selský jogurt malina,kosik,74.50,Jogurty,74.5
Ehrmann High Protein Mousse Salty Caramel,kosik,299.50,Mléčné,299.5
Hollandia Selský jogurt bílý,kosik,59.80,Jogurty,59.8
Milko Řecký jogurt 0% bílý,kosik,106.43,Jogurty,106.43
Milko Řecký jogurt bílý 0%,kosik,94.90,Jogurty,94.9
Olma Florian Smetanový jogurt jahoda,kosik,119.33,Jogurty,119.33
Zorba Smetanový jogurt bílý,kosik,94.90,Jogurty,94.9
"Müller MIX jogurt s čokoládovými kuličkami (4,9%)",kosik,168.46,Jogurty,168.46
Milko Řecký jogurt 5% bílý,kosik,106.43,Jogurty,106.43
Kostíci Barvíci jogurt vanilkový,kosik,200.92,Jogurty,200.92
Olma Florian Smetanový jogurt stracciatella,kosik,119.33,Jogurty,119.33
Fantasia Jogurt s mléčnou čokoládou,kosik,216.04,Jogurty,216.04
Matylda BIO Dezert vanilka,kosik,159.20,Mléčné,159.2
Matylda BIO Dezert čokoláda,kosik,159.20,Mléčné,159.2
"Müller MIX jogurt s čokoládovými oplatkami (5,6%)",kosik,168.46,Jogurty,168.46
Pribináček Vanilka,kosik,284.29,Mléčné,284.29
Elinas Bílý jogurt řeckého typu,kosik,106.00,Jogurty,106.0
Activia probiotický jogurt bílý 8x120g,kosik,140.52,Jogurty,140.52
Milko Tvaroh s vlákninou Čokoláda,kosik,142.14,Jogurty,142.14
Activia Probiotický jogurt bílý 4x120g,kosik,151.88,Jogurty,151.88
Olma Florian Smetanový jogurt borůvka,kosik,119.33,Jogurty,119.33
Olma Dezert Pudingový se šlehačkou čokoládový,kosik,94.50,Jogurty,94.5
Olma Florian Smetanový jogurt meruňka,kosik,119.33,Jogurty,119.33
Milko Tvaroh s vlákninou Jahoda,kosik,142.14,Jogurty,142.14
Milko Tvaroh s vlákninou Bílý,kosik,135.00,Jogurty,135.0
Olma Dezert pudingový se šlehačkou vanilkový,kosik,94.50,Jogurty,94.5
Activia Probiotický jogurt vlašský ořech a oves,kosik,157.50,Jogurty,157.5
Olma Florian Smetanový jogurt lískový oříšek,kosik,119.33,Jogurty,119.33
Matylda BIO Dezert jahoda,kosik,159.20,Mléčné,159.2
Activia Probiotický jogurt jahodový,kosik,157.50,Jogurty,157.5
Milko Řecký jogurt 5% bílý kbelík,kosik,94.90,Jogurty,94.9
"Müller MIX jogurt s čokoladovými hvězdami (4,4%)",kosik,168.46,Jogurty,168.46
Alpro Sójový dezert borůvka,kosik,166.00,Mléčné,166.0
Activia Probiotický jogurt bílý,kosik,157.50,Jogurty,157.5
Fantasia Jogurt s čokovločkami,kosik,224.51,Jogurty,224.51
Activia Mix & Go Malina a chia,kosik,211.18,Jogurty,211.18
Zott Protein Puding Vanilka,kosik,174.50,Jogurty,174.5
Zott Monte Snack Choco,kosik,341.38,Jogurty,341.38
Zott Protein Puding Čokoláda,kosik,174.50,Jogurty,174.5
"Metro Chef Jogurt krémový bílý 3,5%",kosik,59.36,Jogurty,59.36
Alpro Sójový dezert broskev,kosik,166.00,Mléčné,166.0
Milko Tvaroh s vlákninou Vanilka,kosik,142.14,Jogurty,142.14
Danette Dezert čokoláda 4x125g,kosik,199.80,Jogurty,199.8
Kostíci Čokoparta jogurt vanilkový,kosik,204.67,Jogurty,204.67
Matylda BIO Dezert Natur bez přidaného cukru,kosik,159.20,Mléčné,159.2
Zott Protein Puding Karamel,kosik,174.50,Jogurty,174.5
Activia Probiotický jogurt meruňka,kosik,157.50,Jogurty,157.5
Kostíci Sladkáči bílý jogurt slazený,kosik,200.92,Mléčné,200.92
Activia Probiotický jogurt jahoda 4x120g,kosik,151.88,Jogurty,151.88
YoPRO Protein dezert s příchutí stracciatella,kosik,143.13,Jogurty,143.13
Kostíci Kapsička Vanilka,kosik,168.46,Mléčné,168.46
Alpro Sójový dezert jahoda,kosik,166.00,Mléčné,166.0
Fantasia Jogurt s jahodami,kosik,194.07,Jogurty,194.07
Kostíci Kapsička Čoko - Oříšek,kosik,168.46,Mléčné,168.46
Danette Dezert vanilka 4x125g,kosik,199.80,Jogurty,199.8
Müller MIX jogurt s vanilkovou příchutí + karamelizované mandle,kosik,168.46,Jogurty,168.46
Olma Florian Smetanový jogurt lesní směs,kosik,119.33,Jogurty,119.33
Activia Probiotický jogurt bílý s müsli,kosik,157.50,Jogurty,157.5
Pribináček Mixík Kakao-vanilka,kosik,284.29,Mléčné,284.29
Activia Probiotický jogurt meruňka 4x120g,kosik,151.88,Jogurty,151.88
"Müller MIX jogurt s jahodami (3,6%)",kosik,168.46,Jogurty,168.46
Elinas Řecký jogurt Med,kosik,112.67,Mléčné,112.67
Zott Snack 8x29g Choco,kosik,206.55,Mléčné,206.55
Activia Probiotický jogurt s müsli 4x120g,kosik,151.88,Jogurty,151.88
Pribináček Kakao,kosik,284.29,Mléčné,284.29
Activia Bílá Bezlaktózová,kosik,150.91,Mléčné,150.91
Milko Termix Originál Kakaový tvarohový dezert,kosik,110.00,Mléčné,110.0
Activia Probiotický jogurt bílý slazený 8x120g,kosik,140.52,Jogurty,140.52
Mlékárna Kunín Sametový jogurt jahoda,kosik,79.33,Jogurty,79.33
Alpro Sójový dezert natural,kosik,166.00,Mléčné,166.0
"Ekomilk Jogurt 2,7%, meruňka",kosik,72.67,Jogurty,72.67
"Fantasia Mango, marakuja s kousky čokolády",kosik,190.83,Jogurty,190.83
Mlékárna Kunín Sametový jogurt malina ostružina,kosik,79.33,Jogurty,79.33
Zott Monte Snack White,kosik,341.38,Jogurty,341.38
"Ekomilk Jogurt 2,7%, jahoda",kosik,72.67,Jogurty,72.67
Fantasia Jogurt s borůvkami,kosik,187.70,Jogurty,187.7
